paper_id,question_type,llm_answer,rev1_answer,rev1_rating,rev1_reviewer,rev2_answer,rev2_rating,rev2_reviewer,extracted_llm,extracted_rev1,extracted_rev2
422,experimental_methodology,"The experimental methodologies used in this paper included: 1) Electroantennogram (EAG) recordings to measure honey bee antennal responses to various volatile organic compounds (VOCs) and alarm pheromones, 2) Coupled gas chromatography-electroantennographic detection (GC-EAD) for analyzing responses to flower volatiles, 3) Treatment of honey bee colonies with neonicotinoids (Imidacloprid and Thiacloprid) and monitoring their physiological responses, and 4) Collection of volatile organic compounds from apple flowers using Closed Loop Stripping Analysis (CLSA) and gas chromatography-mass spectrometry (GC-MS).","Honey bee colonies were chronically exposed to pesticide treatments (imidacloprid, 50ppb/thiacloprid 4,500ppb) in sugar syrup over 6 weeks - the development of the colony was assessed (success/failure). Separately, headspace volatiles of apple (Malus x domestica) flowers were collected, and later identified via gas chromatography/mass spectrometry. The authors then used gas chromatography in conjunction with an electroantennographic array, to test the response of honey bee antenna to the apple volatiles, and analogues of queen mandibular pheromone/alarm pheromones. Pooled apple volatiles were tested in continuous recording, and individual volatiles in discontinuous recording. Here, removed antennae were (sequentially) exposed to linalool, hexyl-acetate, (Z)-3-hexen-1 ol, methyl-salicylate, (E)-β-ocimene, 1-hexanol, benzyl-alcohol, benzyl-acetate, α-terpineol, 2-heptanone, each at a dilution range working from 10^(-6) to 10^(-2).",7,KW,"The study involved exposing honeybee colonies to thiacloprid or imidacloprid via sugar syrup for 6 weeks and then using coupled gas chromatogrphy (GC) and electroantennography (EAG) to test the response of excised antennae to volatiles (VOCs) collected from apple flowers, relative to a positive control compounds (citral). Responses were also tested to queen mandibular pheromone complex (QMP) and the alarm pheremone 2-heptanone. A GC-MS was used to identify the bioacivte flower volatiles. The study examined short term effects immediately following exposure, and long-term effects in the following Spring.",7,BN,"Key terms: The, Electroantennogram, Coupled, Treatment, Imidacloprid","Key terms: Honey, Separately, Malus, The, Pooled","Key terms: The, Responses, The, Spring"
221,experimental_methodology,"The experimental methodologies used in this paper include semi-field and field experiments assessing the effects of clothianidin on mason bees (*Osmia bicornis*) and bumblebees (*Bombus terrestris*). This involved direct observations of flight activity, mortality, population development, and analysis of pesticide residues in pollen and nectar collected from the bees.","Osmia bicornis 'congregations' and Bombus terrestris colonies were chronically exposed to seed-treated OSR crop in both field and semi-field conditions. The effects of these treatments were considered with regard to: reproductive success/colony strength (the number of occupied tube or brood cells), growth (weight), mortality (number of dead individuals) and, in the semi-field trial, flight activity (number of individuals in flight in a daily snapshot). Liquid chromatography-mass spectrometry was additionally employed to assess clothianidin residues in pollen and brood after exposure.",4,KW,,,,"Key terms: The, Osmia, Bombus, This","Key terms: Osmia, Bombus, The, Liquid",
226,experimental_methodology,"The experimental methodologies used in this paper include exposing honey bee larvae to different concentrations of thiacloprid, assessing their behavioral responses to sucrose using the proboscis extension reflex (PER), and employing immunohistochemistry to investigate neural apoptosis in honey bee brains.","Honey bees were chronically exposed to differing thiacloprid solutions (0, 0.5, 1mg/L) over 6 days, their larval stages. PER was employed to first test sucrose acuity (with a series of dilutions spanning from 1-50% w/w), and later to test learning and memory - using Hexanal and Limonene as stimuli. With immunofluorescence, the authors investigated apoptosis in 5 regions of the brain - they similarly produced transcriptomes of differentially expressed genes from brain tissue.",7,KW,"Bees were exposed to different concentrations of thiacloprid during larval stage via food. Several endpoints were evaluated during the adult stage: survival rate, body weight, neural apoptotic rate and the PER response rate",8,FS,Key terms: The,"Key terms: Honey, Hexanal, Limonene, With","Key terms: Bees, Several"
219,experimental_methodology,"The experimental methodologies used in this paper included: 1) A survey of 16 apiaries; 2) Collection of honey, beeswax, and bee samples from three colonies per apiary; 3) Analysis of these samples for pesticide content using liquid chromatography-tandem mass spectrometry and gas chromatography-tandem mass spectrometry; 4) Monitoring of bee mortality rates in relation to the presence of imidacloprid in maize fields.","The experimental methodologies used in this paper included: A survey of 16 apiaries, selected randomly acorss south Belgium; Collection of honey (2g), beeswax(25cm2), and workers (20) from three colonies per apiary, each randomly selected - additional collection of pollen from maize flowers; analysis of these samples for pesticide content using liquid chromatography-tandem mass spectrometry and gas chromatography-tandem mass spectrometry; cataloguing of size and upper/lower distances of fields in flower from each apiary (<3km); monitoring of bee mortality rates in relation to the presence of imidacloprid in maize fields.",8,KW,,,,"Key terms: The, Collection, Analysis, Monitoring","Key terms: The, Belgium, Collection",
217,experimental_methodology,The experimental methodologies used in this paper included oral acute toxicity tests and chronic toxicity studies on honey bees (*Apis mellifera*).,"Naive worker bees were collected from comb. Bees were starved for 2 hours before exposure to the treatment. In the acute assay, they were provided with a single 10ul shot of pesticide/metabolite treatment - they were then kept at 25C, 65% RH for 96 hours, during which they were fed ad libitum sucrose solution (50% w/v). Mortality was recorded at 2, 4, 6, 10, 14, 20, 24, 30, 48, 72 and 96 hours. A similar approach was employed in the chronic assay, where bees were simply fed a contaminated sucrose (50% w/v) solution over 10 days. Daily consumption was recorded.",4,KW,,,,"Key terms: The, Apis","Key terms: Naive, Bees, In, Mortality, Daily",
436,experimental_methodology,"The experimental methodologies used in this paper included a metabolomic approach to examine the effects of nectar starvation and exposure to the neonicotinoid insecticide imidacloprid on the common eastern bumble bee *Bombus impatiens*. The study involved depriving bees of nectar, exposing them to different paradigms of pesticide exposure, and assessing their impact on energy metabolism under controlled conditions.","The authors employ a combination of feeding assays, metabolic analysis and basic mortality assessments. Across the experiment, bees were inspected every 1-2 days, and deaths recorded. Bees were exposed to 5ppb imidacloprid (in one of three treatments) over 7 days; they were subsequently starved for an hour, fed to satiety and starved again for different lengths of time. At the end of this, bees were euthanised in liquid nitrogen. Their thoraces were removed, finely ground and the metabolites extracted. These metabolites were subsequently analysed with a quadropole mass spectrometer, specifically looking for ~100 polar metabolites.",7,KW,,,,"Key terms: The, Bombus, The","Key terms: The, Across, Bees, At, Their",
233,experimental_methodology,The experimental methodology used in this paper was the radial-arm maze (RAM) to investigate the effects of pesticide exposure on spatial working memory in bumblebees.,"Groups of bees were allowed free access to the training arena for an hour. Motivated foragers were marked, and used as the foragers in the subsequent individual training. Here, foragers were allwoed to enter the arena, and visitation to artificial flowers (spiked with 10ul sucrose) were recorded. After 10 individual training bouts, foragers were acutely fed with doses of thiamethoxam in sucrose solution. There were isolated for 45 minutes to allow absorption of this, and then tested again as above.",7,KW,,,,Key terms: The,"Key terms: Groups, Motivated, Here, After, There",
270,experimental_methodology,"The experimental methodologies used in this paper included administering sucrose syrup contaminated with imidacloprid to honeybees, determining the acute oral LD50, testing three sublethal doses, measuring syrup consumption, and assessing wax production.","The methods of the paper involved the collection of honey bee workers from colonies which were free of disease and assumed imidacloprid-naive. The bees were aged until 18 days, and then acutely fed a range of imidacloprid concentrations, to allow for the concentration of LD50. Having determined this, bees were fed one of three sublethal doses, to assess how this exposure could impact their ability to produce wax. The mass of wax was assessed after 16 days of chronic exposure, considered to be the peak of wax production. Everything past the collection of honey bee workers was conducted in a lab setting.",8,KW,,,,Key terms: The,"Key terms: The, The, Having, The, Everything",
421,experimental_methodology,"The experimental methodologies used in this paper included: 1) Measuring sugar solution consumption and thiacloprid uptake in bees, 2) Observing food consumption and behavioral differences between male and female bees, 3) Conducting immune tests such as total hemocyte counts and antimicrobial activity assessments, 4) Injecting bees with thiacloprid and measuring the resulting immune responses, and 5) Rearing bees under controlled conditions to ensure accurate exposure to the pesticide.",Bees were exposed to different doses of thiacloprid chronically over three days. Subsequent feeding on 'nectar' and pollen were recorded. Immune response was assessed by conducting hemocyte counts (following exposure to heat denatured E. coli) and the measure of total hemolymph immune response - by measuring inhibition zones of plated hemolymph.,7,KW,"The experimental methodologies used in this paper involved feeding small groups of caged bees different concentrations of thiacloprid and measuring food consumption and immune responses. The study measured sugar solution consumption and thiacloprid uptake, including differences between male and female bees. The study also measured and compared immune responses in bees in different thiacloprid treatment groups via total hemocyte counts, measuring antimicrobial responses of the hemolymph following the injection of bees with heat-inactivated Escherichia coli after two days of pesticide exposure and measuring the encapsulation response to the insertion of nylon flimament into the abdomen of anethetized bees.",0,BN,"Key terms: The, Measuring, Observing, Conducting, Injecting","Key terms: Bees, Subsequent, Immune","Key terms: The, The, The, Escherichia"
277,experimental_methodology,"The experimental methodologies used in this paper include laboratory-based manipulative studies, semi-wild studies, and field studies focusing on the effects of neonicotinoids on bumblebees. The study involved exposing bumblebee queens to sublethal neonicotinoid exposure (imidacloprid) and varying their pollen diet (one or two monofloral diets or a polyfloral mix). The queens were monitored for responses such as mortality, activity, and nectar consumption, as well as the timing and total production of brood in the colony.","Queens were reared from commerical colonies. At 10 days old, these queens were fed on imidacloprid-treated nectar (or untreated, if control). This was a 50%w/v sucrose solution, at 5ppb of imidacloprid; they were fed chronically for 17 (temporary exposure) or 37 (continued exposure) days. Within these groups, queens were additionally fed one of two monofloral pollen diets, or a diet which combined these in equal measure. Queen mortality was recorded daily. At ddays 39-41, a subset of queens were assessed for an 'activity score', the number of times they passed the midpoint of their cage in a 10 minute period. At the colony level, the authors inspected every 1-2 days for the presence of eclosed drones. Terminated colonies were dissected, to assess: total number of eggs, larvae, pupae, drones. Initiation time was therefore estimated.
A second assay was performed, wherein young queens were fed with treated or control sucrose solution, to assess how this impacted their later nectar consumption.",5,KW,,,,"Key terms: The, The, The","Key terms: Queens, At, This, Within, Queen",
276,experimental_methodology,"The experimental methodologies used in this paper involved chronic exposure of bumble bee queens to imidacloprid in syrup and pollen, treatment with carbon dioxide and cold storage to break diapause, and controlled observations of their behavior and reproductive success, including measuring syrup consumption, monitoring queen mortality, and assessing nest initiation and brood emergence.","Newly mated B. impatiens queens were chronically exposed to doses of imidacloprid through contaminated nectar and/or pollen. Consumption was recorded, as was queen mortality (48h intervals). Time of colony initiation (ie time until first eggs) was recorded, as was brood production, nectar pot count and the number of ejected dead larvae. These were considered until first worker emergence, with a hard deadline of 13 weeks for termination. At termination, brood was dissected for viable reproductive material and total mass. Imidacloprid exposure was confirmed with analysis of residues of both imidacloprid and its metabolites (olefin and 5-OH imidacloprid). This was achieved with LC-MS.",8,KW,,,,Key terms: The,"Key terms: Newly, Consumption, Time, These, At",
427,experimental_methodology,"The experimental methodologies used in this paper included placing bumblebee colonies in a field setting and exposing them to a neonicotinoid pesticide (clothianidin) at field-realistic concentrations, monitoring their foraging behavior, conducting a full colony census, and employing both pollen removal and photographic methods to assess pollen loads over a period of five weeks.","20 bumble bee colonies were recorded over 5 weeks in a field setting. Half were controls, and the others were chronically exposed to 5ppb clothianidin in 40% v/v sucrose solution, which approximated field-realistic exposure. After 5 weeks, colonies were euthanised and surveyed for colony structure weight (wax, pollen stores and nectar pots) and the number of eggs, larvae, pupae, workers and sexuals present. Across the 5 weeks, each colony was regularly inspected (one hour, twice per week, per colony) for returning foragers, the presence/absence of pollen and, through photographic methods, the amount of pollen",8,KW,,,,Key terms: The,"Key terms: Half, After, Across",
225,experimental_methodology,"The experimental methodologies used in this paper included exposing honeybee larvae to sublethal concentrations of thiacloprid, measuring survival rates, sucrose intake, body weight, and assessing the gut microbiota of adult honeybees over a period of 6 days.","Naive larvae were collected and incubated at 35C, 90RH in a dark incubator. They were fed contaminated foodstuffs over the following 6 days - dosed with either 0.5 or 1mg/L thiacloprid - and subsequently incubated until eclosure. Adult bees were again incubated (30C, 50%RH) for an additional 6 days, wherein they were fed 50% sterile sucrose solution ad libitum. Mortality, sucrose consumption and body weight were recorded for the 6 days following eclosure. As an additional measure, liquid chromatography-mass spectrometry was used to investigate thiacloprid residues in honey bee abdomens. Similarly, DNA sequencing was employed to assess the impact of thiacloprid on the honey bee microbiota.",5,KW,,,,Key terms: The,"Key terms: Naive, They, Adult, Mortality, As",
222,experimental_methodology,"The experimental methodologies used in this paper include: 1) Topical applications of pesticides (imidacloprid and cocktail treatments) on drones and workers, 2) In-hive pesticide treatments via pollen patty feeding, 3) Cage experiments comparing worker and drone sensitivity to cold and pesticide exposure, and 4) Proteomics analysis of hemolymph to assess stress responses and protein expression changes in bees.","There are several methods, corresponding to several assays: topical applications of pesticides (imidacloprid and cocktail treatments) on drones and workers; in-hive pesticide treatments via pollen patty feeding; caged assays comparing worker and drone sensitivity to cold and pesticide exposure. Additionally, hemolymph was extracted and proteomically analysed, to consider changes in protein expression patterns under cold and pesticide stress. Proteins were identified by mass spectrometry, and compared to a known library of honey bee proteins.",9,KW,,,,"Key terms: The, Topical, In, Cage, Proteomics","Key terms: There, Additionally, Proteins",
434,experimental_methodology,"The experimental methodologies used in this paper include: 1) the use of queenless bumblebee microcolonies to assess pesticide exposure, 2) treatment of colonies with imidacloprid and flupyradifurone at varying concentrations, 3) monitoring of food consumption, egg-laying periods, and development of larvae and pupae, and 4) high-throughput 16S rRNA gene sequencing to analyze gut microbiota composition.","Queenless microcolonies were first established by hatching pupae from commercial bumble bee colonies and mixing the eclosed workers. These were chronically exposed to one of two pesticides (imidacloprid and flupyradifurone), each at one of three doses (0.1/1/10ug/l, plus control). Food uptake ('nectar' consumption) and colony development (egg laying time) were recorded. On day 17, workers were removed from these microcolines, euthanised and their guts removed. Relative abundances of gut bacteria were assessed using deep amplicon sequencing of the V4 region of the bacterial 16S rRNA gene",9,KW,"The experimental methodologies used in this paper include: 1) the use of queenless bumblebee microcolonies to assess pesticide exposure, 2) treatment of colonies with imidacloprid and flupyradifurone at varying concentrations, 3) monitoring of food consumption, egg-laying periods, and development of larvae and pupae 4) high-throughput 16S rRNA gene sequencing to analyze gut microbiota composition and 5) Bioinformatic analysis to predict metabolic and transcriptional changes",9,BN,Key terms: The,"Key terms: Queenless, These, Food, On, Relative","Key terms: The, Bioinformatic"
237,experimental_methodology,"The experimental methodologies used in this paper include trials on free-ranging foragers making repeated flights over treated plots, flights to contaminated feeders, and experiments with captive foragers receiving poisoned sucrose solutions.","The authors employed free-flight assays. Sucrose feeders were provided in proximity to bee hives, and incrementally moved to a distance of 30m (the experimental distance). At this point, feeders were separated into 6 locations along an equidistant line, allowing bees to separate into feeding groups of approximately similar size. This arrangement was maintained for several days, to allow bees to learn their positions. On test days, sucrose was provided in the feeders to attract bees - flight was allowed to establish over an hour. Forager visitation was recorded approximately every 15 minutes by photographic analysis. After this first hour, half of the ffeeders were filled with pesticide solutions. Solution collection by bees were calculated.",4,KW,,,,Key terms: The,"Key terms: The, Sucrose, At, This, On",
731,experimental_methodology,"The experimental methodologies used in this paper include exposure of honey bee drones to neonicotinoids and Varroa destructor in a controlled laboratory setting, assessment of drone health and reproductive capabilities, and allocation of drones to different treatment groups.","The experimental methodologies used in this paper include exposure of honey bee drones to neonicotinoids and Varroa destructor, combining a field study (exposure)  and a controlled laboratory setting, assessment of drone health (i.e. survival and sperm quality)",8,AB,,,,"Key terms: The, Varroa","Key terms: The, Varroa",
448,experimental_methodology,"The experimental methodologies used in this paper involved exposure experiments on honey bees (*Apis mellifera*) through contact and dermal routes, with a specified exposure time of 48 hours, as well as data collection from three publicly available databases regarding pesticide toxicity.",The study used literature data from Apis mellifera to build 54 classification models using machine learning methods and molecular fingerprints of 676 structurally diverse pesticides. These models were used to predict pesticide acute toxicity.,1,RT,,,,"Key terms: The, Apis","Key terms: The, Apis, These",
441,experimental_methodology,"The experimental methodologies used in this paper include rearing honey bees in controlled incubators, chronic exposure to pesticides (imidacloprid and glyphosate) through their food, conducting laboratory bioassays to assess gustatory responsiveness and olfactory learning using absolute and differential conditioning protocols, and measuring responses to sucrose solutions of varying concentrations.","The experimental methodologies used in this paper include rearing honey bees in controlled incubators, chronic exposure to pesticides (imidacloprid and glyphosate) through their food, conducting laboratory bioassays to assess mortality, food intake, gustatory responsiveness and olfactory learning using absolute and differential conditioning protocols, and measuring responses to sucrose solutions of varying concentrations.",9,RT,,,,Key terms: The,Key terms: The,
377,experimental_methodology,"The experimental methodologies used in this paper included lab studies, semifield feeder experiments, and direct observation of honey bee behavior in response to neonicotinoids.","The study used a feeder experiment with free-flying bees, where one feeder contained imidacloprid and the other an uncontaminated sucrose solution. Using direct observation, the authors assessed the effects on recruitment behaviors, foraging activities, and feeder choice.",1,RT,"The study used semi-field behavioral experiments to assess the effects of a neonicotinoid on honey bees. Foragers were trained to scented sucrose feeders and then exposed to either imidacloprid-laced or control solutions. Two training protocols were applied: the standard “box and jump” method in 2018 and a modified “step-wise” approach in 2019 to reduce recruitment from non-experimental colonies. During the treatment phase, individually marked foragers were observed for 3 hours. Foraging behavior, waggle dancing, and site fidelity were video-recorded and analyzed using ImageJ.  Dance propensity and frequency, number of waggle runs, foraging persistency, and site specificity were quantified to assess the behavioral effects of pesticide exposure.",1,SA,Key terms: The,"Key terms: The, Using","Key terms: The, Foragers, Two, During, Foraging"
516,experimental_methodology,"The study used an experimental design involving two groups of honey bees in cages, where one group was fed syrup containing imidacloprid and the other group was fed untreated syrup. The bees were monitored for food consumption, mortality, and behavior over 10 days, with specific endpoints assessed through video tracking.","The study used an experimental design involving two groups of honey bees in cages, where one group was fed syrup containing imidacloprid and the other group was fed untreated syrup. The bees were monitored for food consumption, mortality, and behavior over 10 days, with specific endpoints assessed through video tracking. After the tests, bees were frozen for chemical analysis of imidacloprid residues in the bee body.",9,RT,"For mortality and food consumption, nine cages with 10 (first round) or 30 (second round) honeybees each, were for used for each of the two treatments (control or imidacloprid). Imidacloprid waw administered via syrup, which - for both treatments - was frozen and replaced every day. Remaning syrup was weighed to calculate daily consumption. During the first round, bee behavior was monitored daily through video tracking. Imidacloprid residues were tested in a similar set of cages, with 30 bees per cage, and bees were sampled every second day.",9,LH,"Key terms: The, The","Key terms: The, The, After","Key terms: For, Imidacloprid, Remaning, During, Imidacloprid"
451,experimental_methodology,"The experimental methodologies used in this paper include:
1. Acute toxicity assays to determine the LC50 of thiamethoxam for Africanized honeybee larvae.
2. In vitro rearing of honeybee larvae under controlled conditions.
3. Exposure of larvae to varying concentrations of thiamethoxam through diet.
4. Morphological and immunocytochemical analyses of the larvae's brains to assess the effects of the insecticide.","The experimental methodologies used in this paper include:
1. Acute toxicity assays to determine the LC50 of thiamethoxam for Africanized honeybee larvae.
2. Acute oral exposure to one concentration (LC50/10)
3. Subchronic exposure of larvae for three consecutive days to obtain the same concentration used in the acute exposure. 
4. Morphological and immunocytochemical analyses of the larvae's brains to assess the effects of the insecticide.",0,RT,,,,"Key terms: The, Acute, Africanized, In, Exposure","Key terms: The, Acute, Africanized, Acute, Subchronic",
513,experimental_methodology,"The experimental methodologies used in this paper include field experiments and laboratory experiments. Field experiments involved injecting pollen provisions with pesticides for both *Osmia lignaria* and *Megachile rotundata*, while laboratory experiments focused on *O. lignaria*, where larvae were exposed to different doses of imidacloprid through injected pollen provisions or a preblended pollen mixture.","The experimental methodologies used in this paper include field experiments and laboratory experiments. Field experiments involved injecting pollen provisions with imidacloprid for Osmia lignaria. While laboratory experiments focused on *O. lignaria*, where larvae were exposed to different doses of imidacloprid through injected pollen provisions or a preblended pollen mixture. And laboratory experiment in M. rotundata, larvae were exposed to different doses of clothianidin.",5,RT,"The study used a combination of field and lab experiments. In the field, where both species were tested, they injected pollen with pesticides. In the lab, where only Osmia lignaria was tested, they used a combination of methods, either injecting the pollen with pesticides, or replacing it with honeybee-collected pollen that had been spiked with pesticides.",0,LH,"Key terms: The, Field, Osmia, Megachile","Key terms: The, Field, Osmia, While, And","Key terms: The, In, In, Osmia"
373,experimental_methodology,"The experimental methodologies used in this paper include the TUNEL assay, ApopTag in situ apoptosis kit, and Roche's In situ cell death detection kit to assess cell death in honeybee workers.","Worker honeybees were orally exposed to imidacloprid and coumaphos. After exposure alterations in the hypopharyngeal glands were evaluated using Tunel assay, immunohistological analyses and immunohistochemical localisation of heat shock proteins.",5,RT,"The study involved exposing marked honeybees to pesticide-treated sugar solutions in controlled cage conditions. After 24, 48, or 72 hours of exposure, bees were euthanized, and their hypopharyngeal glands were dissected for analysis. Morphological measurements of gland structures were performed using light microscopy. Immunohistochemical methods were used to localize heat shock proteins, and apoptosis was assessed through TUNEL assays.",1,SA,"Key terms: The, Roche, In","Key terms: Worker, After, Tunel","Key terms: The, After, Morphological, Immunohistochemical"
380,experimental_methodology,"The experimental methodologies used in this paper involved field sampling of honey bees from 30 hives across different geographical locations, testing the effects of pesticide exposure on their immune response and susceptibility to infections, and analyzing the chemical composition of the bees using semi-quantitative PCR and gas chromatography-quadrupole time of flight mass spectrometry (GC-QTOF).","The experimental methodologies used in this paper involved field sampling of honey bees from 30 hives across different geographical locations. The bees were used to identify pesticide residues in the bee body and presence of Nosema ceranae, and how these stressors interacts.",5,RT,,,,Key terms: The,"Key terms: The, The, Nosema",
515,experimental_methodology,"The experimental methodologies used in this paper include acute contact toxicity tests, oral LD50 assessments, and observations of foraging activity and colony parameters under semi-field conditions.","The experimental methodologies used in this paper include acute contact toxicity tests, oral LD50 assessments, and observations of foraging activity and colony parameters under semi-field and field conditions.",9,RT,"The experimental methodology includes contact and oral toxicity tests, from which they calculated LD50, and a semi-field trial to evaluate mortality, foraging activity and colony health under semi-field and field conditions up to 28 days after pesticide treatment of the crop.",8,LH,Key terms: The,Key terms: The,Key terms: The
053,experimental_methodology,"The experimental methodologies used in this paper involved rearing honey bee larvae in vitro, feeding them diets containing different concentrations of insecticides, and assessing their acute and chronic toxicities through survival and weight measurements.","The study employed an in vitro rearing methodology for Apis mellifera larvae, based on the protocol described by Dai et al. (2018). Larvae were grafted onto sterile 48-well cell culture plates containing defined larval diets and incubated in growth chambers under controlled temperature and humidity conditions. Toxicity was evaluated by incorporating insecticides dissolved in acetone into the diets at various concentrations. Acute toxicity was assessed by measuring mortality over a 72-hour period post-exposure to determine LC₅₀ values. Chronic toxicity was examined through repeated feeding of treated diets from day 3 to day 6, with daily monitoring of larval survival and pupal development until adult emergence. Mortality was confirmed by observing larval movement and respiration under a microscope. Larval weight was measured on day 7 to assess sub-lethal effects.",7,SA,,,,Key terms: The,"Key terms: The, Apis, Dai, Larvae, Toxicity",
052,experimental_methodology,"The experimental methodologies used in this paper include laboratory studies on *Apis cerana* to investigate the acute and chronic effects of thiacloprid on behaviors such as phototropic climbing ability, sucrose responsiveness, and olfactory learning ability, as well as assessments of bio enzymic activities and transcriptomic changes.","The study employed both acute and chronic exposure assays using honey Apis cerana, following OECD Test Guideline No. 213 for acute toxicity. Chronic exposure involved ad libitum feeding with a thiacloprid-contaminated sucrose solution (39.5 mg/L) over 96 hours under controlled conditions. Behavioral effects were assessed through a climbing test (Gao et al., 2020) and a proboscis extension reflex test to evaluate sucrose responsiveness and olfactory learning (Strube-Bloss and Rössler, 2018). Enzymatic activity (AChE, CarE, and P450s) was measured at multiple time points using pooled bee abdomens, homogenized in saline and processed with commercial assay kits. RNA-seq was used to examine gene expression after exposure, and selected differentially expressed genes were validated by qRT-PCR using the 2-ΔΔCT method.",5,SA,,,,"Key terms: The, Apis","Key terms: The, Apis, Test Guideline No, Chronic, Behavioral",
956,experimental_methodology,"The experimental methodologies used in this paper included field tests with aerial and foliar applications of spinosad and SolBait, as well as exposure of honey bees to the treatments.","The experimental methodology used in Test 1, which assessed the effects of pesticides on honey bees, involved conducting field trials with ground applications of spinosad and malathion as foliar sprays in plots where honey bee colonies were placed. The evaluation included monitoring brood numbers and assessing the overall condition of the hives to determine the potential impacts of the pesticide treatments on colony health.",3,SA,Test 1 consisted of ground applications of foliar sprays of spinosad and malathion in SolBait at higher volumes com- pared to the malathion-NU-LURE? standard of 20% malathion ULV with 80% NU-LURE? at 12 oz of mix per acr,7,HS,Key terms: The,"Key terms: The, Test, The",Key terms: Test
934,experimental_methodology,"The experimental methodologies used in the paper include direct ingestion of imidacloprid by adult honeybees and ants, feeding the toxin to larvae of stingless bees, exposing termites to imidacloprid-treated soils, and tracking mortality rates over time to estimate LT50 values.",This paper is a modelling and synthesis study that compiles previously published experimental data rather than conducting new experiments.,1,SA,"This is a modeling paper, with data used from other published studies (e.g. ld50 data). This paper does not present new empirical data.",1,HS,Key terms: The,Key terms: This,"Key terms: This, This"
056,experimental_methodology,"The experimental methodologies used in this paper involved assessing the acute contact toxicity of insecticidal baits on honey bees, including collecting bees, exposing them to treated surfaces, and measuring mortality rates in controlled laboratory conditions.","Toxicity was tested under laboratory conditions using a modified version of the method described by Titov et al. (1989). Bees were exposed to insecticidal baits applied to filter paper for 30 minutes via contact in plastic containers. Mortality was assessed at 1, 4, and 24 hours post-exposure. Each dose was tested with 10 bees per replicate, across 5–7 dose levels, and experiments were repeated three times.",5,SA,,,,Key terms: The,"Key terms: Toxicity, Titov, Bees, Mortality, Each",
374,experimental_methodology,"The experimental methodologies used in this paper involved establishing honey bee colonies in controlled tents under semi-field conditions, applying a mixture of fungicides and insecticides, monitoring brood capping rates, and measuring adult longevity, body and head weight, and enzyme activity (AChE and P450 reductase) in newly hatched worker bees.","The experimental methodologies used in this paper involved establishing honey bee colonies in semi-field tents with different pollen resources, applying a mixture of fungicides and insecticides, monitoring brood capping rates, and measuring adult longevity, body and head weight, and enzyme activity (AChE and P450 reductase) in newly hatched worker bees.",7,SA,,,,Key terms: The,Key terms: The,
381,experimental_methodology,"The experimental methodologies used in this paper include preparing gut microbiota deficient (GD) workers and conventional gut community (CV) workers, treating them with pesticides (thiacloprid and fluvalinate), administering antibiotics to assess gut dysbiosis, analyzing the expression of P450 detoxification enzymes, and conducting in vitro experiments with gut cultures to evaluate metabolic activity.","The experimental methodologies used in this experiment include rearing gut microbiota deficient (GD) and conventional gut (CV) honey bees under controlled lab conditions, with GD bees fed sterile food and CV bees given gut homogenates. Antibiotic-treated (AT) and non-treated (NF) bees were also prepared to study gut dysbiosis. Bees were exposed orally to pesticides (thiacloprid and fluvalinate) at specified doses, and pesticide residues were analyzed by chromatography. Gut bacterial loads and gene expression of P450 detoxification enzymes were quantified using qPCR. Additionally, in vitro gut bacterial cultures were exposed to pesticides to assess their metabolic capacity.",4,SA,,,,Key terms: The,"Key terms: The, Antibiotic, Bees, Gut, Additionally",
737,experimental_methodology,"The experimental methodologies used in this paper involved testing the effects of various pesticide mixtures on honey bees, including the use of a spray tower to simulate field exposures, monitoring mortality rates, and conducting enzyme activity assays to assess physiological responses.",Bioassays assessing bee mortality and physiology,7,HS,,,,Key terms: The,Key terms: Bioassays,
740,experimental_methodology,"The experimental methodologies used in this paper involved field experiments where insecticides were applied to broad bean plants, and the foraging activity and abundance of bee species were monitored through direct observation and counts before and after treatment.","The experimental methodologies used in this paper involved field experiments where insecticides were applied to broad bean plants, and the foraging activity of bee species were monitored through direct observation and counts before and after treatment.",9,HS,,,,Key terms: The,Key terms: The,
733,experimental_methodology,The experimental methodology used in this paper involved exposing honey bee males to the pesticide Thiamethoxam by returning inoculated males to their maternal colonies for continuous exposure.,Honeybees colones were provided with pollen patties containing the pesticide. Some were inncolated with the parasite. Several measures were recorded including male and worker mortality and encapuslation rate.,2,HS,,,,"Key terms: The, Thiamethoxam","Key terms: Honeybees, Some, Several",
729,experimental_methodology,"The experimental methodologies used in this paper involved testing the long-term exposure effects of different doses of sulfoxaflor on the survival, foraging outcomes, and flight performances of the solitary bee *Osmia bicornis*. This included maintaining bees in individual survival cages, exposing them to varying concentrations of sulfoxaflor mixed with sucrose solution, monitoring their survival rates, and observing their foraging behavior in controlled flight cages with artificial flowers.","The methods used included assessing bee survival, foraging behaviour on artifical flowers, flower visitation rate and flight velocity.",8,HS,,,,"Key terms: The, Osmia, This",Key terms: The,
